Age,Annual_Income,Loan_Amount,Years_Employed,Dependents,Credit_History,Risk_Flag
38,66491,18626,38,0,Yes,0
54,82457,20477,17,3,Yes,0
24,142060,23560,9,1,No,0
56,75030,42596,10,0,Yes,0
62,99364,49245,20,1,Yes,0
54,85439,47642,2,4,No,1
43,91543,34677,8,1,Yes,0
21,58737,41151,11,1,Yes,0
34,148554,26688,26,0,No,0
57,133997,6353,39,1,No,0
32,29436,22199,10,1,Yes,0
33,24676,43294,2,3,Yes,1
31,41563,45469,12,3,No,1
24,130290,21710,15,2,Yes,0
39,85792,46438,38,0,Yes,0
61,130380,32560,33,1,Yes,0
56,84818,18986,23,2,Yes,0
47,116572,16605,30,3,No,0
36,83115,46089,0,3,Yes,1
26,112758,43077,9,3,Yes,0
43,115025,13497,30,1,Yes,0
51,115791,17679,22,3,Yes,0
21,78144,10096,14,3,Yes,0
54,47738,7382,39,2,Yes,0
49,103446,17251,3,1,Yes,0
27,145806,36011,39,0,Yes,0
54,49764,25794,38,4,Yes,0
28,62623,2910,37,3,Yes,0
50,80776,1863,6,4,No,0
28,34735,44334,17,0,Yes,1
41,145081,27274,2,0,Yes,0
54,107688,32480,38,3,No,1
24,100730,12456,29,2,Yes,0
46,132105,26412,37,1,Yes,0
40,40637,30135,19,2,Yes,0
29,46309,28491,15,4,No,0
38,118297,12101,19,2,Yes,0
36,142196,24800,15,2,Yes,0
58,84860,18978,38,3,Yes,0
53,62145,8591,9,0,No,0
20,77207,14562,6,1,No,0
50,72076,45544,12,4,Yes,0
34,20026,48346,23,3,Yes,1
50,146206,28729,1,2,Yes,0
44,24959,18329,20,2,Yes,0
33,56855,16586,24,1,Yes,0
53,54959,7360,24,3,No,0
54,40943,36848,11,1,Yes,0
56,82907,25320,35,3,Yes,0
62,27507,46309,1,0,Yes,1
37,127855,28424,11,1,Yes,0
49,94714,9838,6,2,Yes,0
22,72748,40921,2,1,Yes,0
34,137776,22387,14,4,Yes,0
19,87936,23383,27,4,Yes,0
18,23273,32457,25,0,Yes,1
31,30782,25641,4,3,Yes,0
54,126206,4034,10,0,Yes,0
24,120931,4574,22,1,Yes,0
26,106713,45653,36,4,Yes,0
41,125067,44971,25,3,No,1
64,92780,44775,1,0,Yes,1
42,94356,33689,21,3,Yes,0
31,79965,15762,7,0,Yes,0
57,146574,28924,22,0,No,0
26,105470,19930,27,2,Yes,0
63,62311,16913,24,4,Yes,0
27,125887,12829,11,3,No,0
43,46855,32170,2,3,Yes,0
18,54364,12862,4,0,Yes,0
62,42394,25085,5,3,Yes,0
51,107897,25355,36,0,Yes,0
27,80839,4892,35,4,Yes,0
42,65510,11707,26,0,Yes,0
32,30248,39133,39,2,No,1
52,70151,8450,5,0,Yes,0
54,142431,36899,7,0,Yes,0
42,137632,15550,39,1,Yes,0
46,41446,46665,5,2,Yes,0
64,90538,6995,8,0,Yes,0
63,44151,36271,0,2,Yes,1
39,116460,12845,9,4,Yes,0
28,51509,26324,39,3,No,0
19,94519,6230,26,0,Yes,0
52,110209,16098,20,0,Yes,0
26,69294,2436,27,0,No,0
58,50868,26888,13,3,Yes,0
38,146399,25154,5,2,Yes,0
62,148747,40265,10,3,No,1
45,68821,26305,36,4,Yes,0
20,82744,24116,18,0,Yes,0
62,139498,8407,12,3,Yes,0
61,74273,47647,29,2,Yes,0
38,34497,14311,10,2,Yes,0
39,55497,8216,31,4,Yes,0
19,73365,11292,38,3,Yes,0
18,117427,28649,37,2,Yes,0
38,34126,17024,1,1,Yes,1
21,54094,22836,28,0,Yes,0
27,82996,40827,11,3,Yes,0
28,47920,12091,12,4,Yes,0
41,145802,24932,1,3,Yes,0
39,59220,6027,10,4,Yes,0
44,99968,40499,21,3,No,1
42,111273,44755,29,2,No,1
29,81517,26518,27,4,Yes,0
42,42745,46969,23,1,Yes,0
40,29695,11011,8,3,Yes,0
47,33123,22983,4,1,Yes,0
45,45792,47162,28,4,Yes,0
35,50653,9077,7,1,Yes,0
30,41604,32558,1,1,Yes,1
21,53583,14809,13,1,Yes,0
55,29759,4457,3,1,No,1
53,82931,40531,39,3,Yes,0
61,118723,14487,32,0,Yes,0
44,69714,9009,26,4,Yes,0
45,89726,47042,17,0,Yes,0
22,24694,2144,0,4,Yes,1
24,135450,17110,1,3,Yes,0
54,149979,40758,26,2,Yes,0
55,141282,4089,7,0,Yes,0
56,73678,35274,38,4,Yes,0
25,127412,22657,37,4,No,0
21,37669,43354,32,2,Yes,0
37,146966,20565,26,3,Yes,0
49,146541,18077,0,3,Yes,0
39,129068,25935,37,3,Yes,0
58,41797,18092,30,1,No,0
37,93167,48191,12,0,Yes,0
23,105365,26005,20,4,No,0
51,94191,16196,4,4,Yes,0
60,130349,24148,5,2,Yes,0
38,117289,32928,16,1,Yes,0
40,39977,43419,35,3,Yes,1
49,22631,47696,9,4,Yes,1
36,93745,29014,12,1,No,0
21,124504,19866,36,1,Yes,0
56,84523,12885,14,2,Yes,0
57,132889,31134,23,3,Yes,0
29,145172,46347,26,4,Yes,0
47,27887,13643,33,2,No,1
36,47746,7895,8,1,Yes,0
39,131706,44954,35,4,Yes,0
50,109941,14442,16,4,Yes,0
59,111472,26247,23,3,Yes,0
56,93741,8296,14,3,No,0
21,124332,41832,21,1,Yes,0
31,43341,37524,6,2,No,1
64,76227,23036,37,4,Yes,0
51,71224,3852,31,3,Yes,0
29,41518,24089,1,4,No,1
34,102025,39865,12,4,Yes,0
64,94968,42471,32,3,Yes,0
33,118829,14220,31,4,No,0
59,102174,1500,8,1,Yes,0
62,124209,6804,29,2,Yes,0
63,95033,4868,14,1,Yes,0
21,113899,29256,0,0,Yes,0
51,144145,15530,39,1,Yes,0
29,30386,9917,25,1,No,1
45,113645,35370,24,4,Yes,0
30,127417,16857,10,0,Yes,0
22,20036,47146,0,3,Yes,1
55,137845,45870,7,0,Yes,0
37,50498,14512,25,1,Yes,0
34,65134,6618,24,1,Yes,0
61,40439,18830,10,2,Yes,0
37,108176,36521,14,0,Yes,0
48,107594,15426,28,1,Yes,0
20,140870,44185,29,2,Yes,0
28,64498,39418,17,1,No,1
52,45801,43986,15,4,Yes,0
46,77389,20041,22,3,Yes,0
60,119588,33407,10,4,No,0
56,40561,42420,8,3,Yes,0
58,23216,31690,23,1,Yes,1
64,44283,44183,23,4,Yes,0
52,133135,25852,31,4,Yes,0
50,145544,13190,21,2,Yes,0
48,38361,20856,3,0,Yes,0
44,24799,48984,5,0,Yes,1
28,38413,2927,27,0,Yes,0
27,82814,29259,5,0,Yes,0
36,37563,13375,20,4,Yes,0
49,27699,24564,21,1,No,1
33,45370,33481,20,0,Yes,0
47,101943,12063,18,0,Yes,0
23,79056,33743,27,2,No,1
37,26044,40180,37,2,Yes,1
26,24131,39829,15,3,Yes,1
56,26408,13467,39,0,Yes,0
39,100522,10710,24,3,Yes,0
39,111951,15800,31,2,No,0
26,87804,18813,14,1,Yes,0
18,75268,44227,26,1,Yes,0
29,70021,41916,28,2,Yes,0
32,149380,47632,31,2,Yes,0
39,27377,34372,22,2,Yes,1
64,88184,14368,16,0,Yes,0
50,132835,7488,13,2,Yes,0
53,121433,7967,3,4,Yes,0
54,116343,33150,30,4,Yes,0
64,35065,3327,21,0,Yes,0
18,35522,22868,26,3,Yes,0
31,31517,25403,15,4,Yes,0
22,45920,11991,31,2,Yes,0
35,108730,6760,2,3,Yes,0
48,130371,35551,36,0,Yes,0
24,107329,35173,0,1,Yes,1
63,122616,12888,26,4,Yes,0
50,64225,24042,27,1,Yes,0
58,22274,49411,32,4,Yes,1
45,88047,6769,25,0,No,0
30,66211,18187,34,1,Yes,0
24,84912,5089,5,4,Yes,0
61,94466,17628,36,4,No,0
41,47453,41517,7,4,Yes,0
42,136211,31740,6,4,Yes,0
52,78235,34577,6,3,No,1
41,80011,17561,23,4,Yes,0
47,129384,6530,9,1,Yes,0
57,33111,36502,37,3,Yes,1
34,24019,19258,10,4,No,1
33,148603,36939,35,1,Yes,0
57,88112,37651,14,4,Yes,0
44,90478,49526,38,0,Yes,0
52,31294,24659,11,1,Yes,0
51,26414,5904,2,2,Yes,0
55,63246,5553,21,3,Yes,0
31,47219,25180,25,1,No,0
64,128227,14175,27,2,Yes,0
56,98232,20266,28,4,No,0
61,133365,1974,1,0,Yes,0
41,134012,27866,17,0,Yes,0
30,105834,40687,17,0,Yes,0
54,134768,2178,21,4,No,0
47,21919,3167,12,3,Yes,0
34,21922,44924,27,1,Yes,1
47,85930,45791,36,3,Yes,0
53,83328,36163,8,0,Yes,0
30,57190,4381,35,0,Yes,0
56,41032,20615,22,3,Yes,0
44,73863,4114,20,2,No,0
21,141399,34063,33,2,Yes,0
19,32204,26789,22,1,Yes,0
19,88187,42753,16,2,Yes,0
43,75916,32742,30,3,Yes,0
29,25630,36092,6,0,Yes,1
20,85907,17879,38,3,No,0
37,83140,21526,18,1,Yes,0
46,100691,31289,37,0,Yes,0
39,40047,28050,12,0,No,0
58,143743,26346,13,0,No,0
40,28831,4223,25,0,Yes,0
52,123182,13568,20,4,No,0
23,32012,28192,9,3,Yes,0
41,128282,32693,35,4,Yes,0
19,37223,8377,19,4,Yes,0
44,65906,8973,10,0,Yes,0
24,65278,18635,33,0,Yes,0
45,24239,36184,6,1,Yes,1
33,57869,14783,3,1,No,0
62,24507,11555,24,0,No,1
48,103201,47225,39,3,Yes,0
28,137159,36687,20,0,No,1
49,111310,35307,33,0,Yes,0
49,118628,22207,35,4,Yes,0
57,111057,31709,32,0,Yes,0
47,34780,1823,12,4,No,1
36,64104,8260,4,0,Yes,0
29,23692,26439,22,3,Yes,0
49,102641,48404,26,0,Yes,0
31,37310,36127,20,2,Yes,1
45,134193,46678,15,3,Yes,0
42,29335,31178,5,0,Yes,1
45,121711,16915,0,3,No,1
47,76221,28425,14,4,Yes,0
59,115825,43557,5,4,No,1
61,37290,30488,26,2,Yes,1
25,131375,34630,12,3,No,1
47,40529,19697,11,3,Yes,0
20,56153,48324,31,3,Yes,0
25,134187,43290,27,3,Yes,0
53,122406,13176,33,1,Yes,0
23,142501,8131,29,3,Yes,0
31,39491,28819,15,2,No,1
27,23206,41067,10,3,Yes,1
60,48410,42703,22,1,Yes,0
54,117803,16099,17,1,Yes,0
42,83865,4346,12,3,Yes,0
53,61598,24070,27,2,Yes,0
49,21379,11416,18,1,Yes,0
21,26083,22951,12,3,No,1
43,98478,36411,35,3,Yes,0
32,70665,23804,13,2,Yes,0
47,144564,38142,3,2,Yes,0
40,115268,42716,29,2,Yes,0
51,92534,17473,7,0,Yes,0
49,130400,8824,7,4,No,0
39,137529,11553,5,1,No,0
23,137355,46823,35,4,Yes,0
52,115417,14394,24,3,Yes,0
58,65468,39062,21,3,Yes,0
19,63060,9743,7,4,No,0
47,30599,16437,27,2,Yes,0
32,72201,21804,35,1,Yes,0
59,119254,11811,34,3,Yes,0
32,57322,44455,26,0,No,1
37,133583,27358,14,0,Yes,0
35,75654,16735,10,4,Yes,0
28,148568,37668,2,3,No,1
41,46957,13416,38,0,Yes,0
55,46044,27165,34,3,Yes,0
64,95526,7303,13,2,Yes,0
33,92042,46231,39,1,Yes,0
23,67842,43850,3,2,Yes,0
59,83924,12809,18,3,Yes,0
22,76751,39806,2,4,Yes,0
43,43123,18651,26,2,Yes,0
26,96147,34733,26,1,Yes,0
35,62678,3671,1,3,Yes,0
19,65752,45656,39,0,Yes,0
34,42253,48976,10,2,Yes,0
35,123909,44774,1,2,Yes,1
58,31292,19075,16,2,Yes,0
32,113668,45985,25,3,Yes,0
61,84204,45557,28,0,Yes,0
37,111006,37817,27,1,No,1
51,92656,46680,17,0,Yes,0
37,104787,46113,37,2,No,1
21,121337,33022,15,4,Yes,0
23,56142,11306,4,3,Yes,0
52,21986,25604,0,0,Yes,1
42,46863,26594,2,4,No,0
44,45046,3282,25,2,Yes,0
36,135245,48431,3,0,Yes,0
22,132035,30295,39,2,Yes,0
31,76132,10161,8,0,Yes,0
58,79945,4299,3,4,Yes,0
41,76624,22427,23,4,Yes,0
34,115954,45138,2,4,Yes,0
21,55865,16362,30,1,Yes,0
63,92302,23555,39,2,Yes,0
41,121583,20818,38,2,No,0
21,85642,5334,5,0,Yes,0
60,58736,34490,39,2,Yes,0
45,73517,3076,7,3,Yes,0
22,144451,2070,14,0,Yes,0
45,128241,4545,20,4,No,0
44,80261,20064,38,0,Yes,0
18,79405,38631,9,3,Yes,0
43,64990,29184,28,4,Yes,0
40,113770,40459,25,3,Yes,0
19,93643,1981,35,3,No,0
47,35248,31995,29,3,No,1
37,25028,17518,36,1,No,1
62,25580,25425,35,3,Yes,0
43,113287,9680,19,0,Yes,0
18,131174,1178,31,0,No,0
58,91074,17306,39,4,No,0
38,148333,13606,13,0,Yes,0
30,64852,49536,33,4,Yes,0
34,89939,16316,18,2,Yes,0
49,99311,11483,5,0,Yes,0
54,102476,33743,8,2,Yes,0
62,40886,31692,17,1,Yes,0
50,126292,35062,36,2,Yes,0
61,136378,37527,30,1,No,1
48,94779,25533,14,4,No,0
18,73619,39588,26,0,Yes,0
46,76306,44961,10,4,Yes,0
41,144210,42028,34,3,Yes,0
54,33117,9827,7,1,No,1
63,35926,19630,0,1,No,1
50,29304,38602,29,4,Yes,1
25,24611,32739,29,2,Yes,0
33,110893,28387,27,4,No,0
20,38344,18602,3,3,Yes,0
57,20840,42043,1,1,Yes,1
50,103804,17130,16,3,Yes,0
55,140461,37158,27,2,Yes,0
35,35909,10788,17,0,No,1
31,27504,42766,32,4,Yes,1
21,64045,36137,13,2,Yes,0
60,92012,25243,10,0,Yes,0
43,143962,5499,32,4,Yes,0
36,107363,29634,39,3,Yes,0
41,104749,31266,21,1,Yes,0
24,106879,47815,28,1,Yes,0
54,56735,18545,8,3,Yes,0
49,137604,27886,24,1,Yes,0
32,148701,26333,8,0,No,0
20,106274,3451,19,2,Yes,0
52,122908,37897,37,0,No,1
54,71805,33263,33,0,Yes,0
61,38300,38278,22,3,Yes,1
37,20908,13501,34,3,Yes,0
56,128001,34978,1,3,Yes,1
36,142302,45261,7,0,No,1
54,109711,2014,30,4,Yes,0
51,25212,11597,35,4,Yes,0
64,56382,29916,8,0,No,0
46,82537,7900,27,1,Yes,0
22,61751,43083,36,3,No,1
36,49236,14663,22,2,Yes,0
39,66193,16624,11,4,Yes,0
52,76892,14105,1,0,Yes,0
62,24018,31614,11,4,Yes,1
43,20020,47212,27,0,Yes,1
60,39333,18886,1,3,Yes,1
50,132713,45771,16,3,Yes,0
54,148909,43525,33,2,Yes,0
51,22246,15959,4,2,Yes,0
34,123316,17915,4,0,Yes,0
44,133741,30513,22,1,Yes,0
59,84595,17689,15,0,Yes,0
46,102643,49894,21,2,No,1
37,148614,46724,30,4,Yes,0
45,143145,13775,4,0,Yes,0
23,83042,37583,4,4,Yes,0
42,21995,46779,26,4,Yes,1
19,110854,46991,3,4,Yes,0
64,89532,9041,21,3,Yes,0
22,20511,26332,18,4,Yes,0
58,51704,22331,33,4,No,0
48,135673,20729,39,0,Yes,0
19,119065,26439,37,4,Yes,0
23,28303,41785,13,1,Yes,1
43,36555,25529,14,3,No,1
62,71542,46690,8,2,Yes,0
53,99923,43273,4,4,Yes,0
51,30447,27832,33,2,No,1
43,20440,10980,26,2,Yes,0
57,128144,6837,26,2,Yes,0
44,24544,13540,32,1,Yes,0
35,105961,14582,7,4,Yes,0
22,102806,9098,35,4,No,0
21,141436,33441,32,3,Yes,0
30,141142,33400,29,0,Yes,0
49,40600,30123,8,4,Yes,0
21,47494,12554,10,1,Yes,0
40,80282,10033,39,0,Yes,0
36,76879,26110,2,4,Yes,0
55,29705,29942,9,0,Yes,0
61,21509,25500,36,4,Yes,0
60,143169,29831,3,3,Yes,0
29,23491,29078,20,3,Yes,0
31,118447,48668,24,3,Yes,0
48,112152,35737,27,0,Yes,0
60,42580,28995,25,4,Yes,0
28,93391,20394,15,1,Yes,0
32,118636,33992,38,2,Yes,0
36,43450,11270,27,0,No,0
50,123915,33539,15,0,Yes,0
18,110201,13227,22,1,Yes,0
55,77141,25359,13,1,Yes,0
30,39708,33784,4,1,No,1
24,102256,25059,28,3,Yes,0
52,123064,44130,33,2,Yes,0
62,123223,21278,29,4,No,0
25,76332,40093,25,3,No,1
22,36365,22383,37,4,Yes,0
19,95992,49205,23,3,No,1
32,131880,1997,15,3,No,0
48,78584,32308,25,4,Yes,0
42,47180,43872,28,1,Yes,0
21,41173,12351,22,0,Yes,0
48,98229,39127,32,1,Yes,0
49,132328,13767,7,4,Yes,0
35,57905,27472,31,4,Yes,0
24,111426,24547,20,1,Yes,0
39,66103,6721,19,0,Yes,0
45,144231,41409,21,1,Yes,0
54,87509,14669,5,2,Yes,0
27,127334,31831,4,4,Yes,0
64,31415,33406,25,4,Yes,1
22,100146,49716,21,4,Yes,0
57,69607,41428,12,2,No,1
57,47025,40738,20,3,Yes,0
26,136723,27685,22,2,No,0
19,126941,49544,4,1,Yes,0
34,70893,42968,12,4,Yes,0
30,117360,45608,1,4,Yes,1
62,125669,44466,19,4,No,1
20,29465,19538,20,1,Yes,0
28,35150,48318,22,1,Yes,1
35,45727,17385,1,1,Yes,0
33,58886,9566,24,4,Yes,0
55,80635,30799,39,0,Yes,0
63,117367,35621,33,1,Yes,0
35,49376,3270,13,3,Yes,0
28,127598,23251,9,3,Yes,0
58,40641,29293,35,4,No,0
61,60910,25090,10,2,Yes,0
46,110290,4870,8,2,Yes,0
24,30119,11464,36,2,Yes,0
28,76955,7508,26,3,No,0
30,20183,3420,39,4,Yes,0
44,75665,7677,26,4,Yes,0
30,96008,44043,17,4,Yes,0
56,122974,25315,0,4,Yes,0
48,126712,7405,13,3,Yes,0
24,52152,4185,24,0,Yes,0
27,103402,23290,25,2,Yes,0
48,91127,22551,11,4,Yes,0
50,36462,4182,5,2,Yes,0
19,68920,25030,27,3,Yes,0
38,75956,46179,9,1,Yes,0
38,41662,25041,25,3,Yes,0
57,85883,8935,23,0,No,0
25,144843,20183,14,3,Yes,0
39,108427,16494,5,1,Yes,0
42,62719,21750,13,3,Yes,0
20,58187,2948,20,2,Yes,0
22,32207,21098,26,4,No,1
19,42448,2020,33,2,Yes,0
33,126968,4405,3,3,Yes,0
45,84325,38180,21,3,Yes,0
30,72236,14211,14,3,Yes,0
29,90678,41358,19,3,No,1
36,98572,44188,7,3,Yes,0
24,104422,18379,26,2,Yes,0
30,21843,8076,18,3,Yes,0
56,77645,13417,6,0,Yes,0
21,108662,30602,32,2,Yes,0
48,85888,32066,16,1,Yes,0
19,107945,41856,11,1,Yes,0
44,47032,41281,24,3,Yes,0
51,38330,30843,29,4,Yes,1
22,107695,16701,14,3,Yes,0
40,142238,46221,0,3,Yes,1
24,45465,17990,0,3,No,1
36,47167,41075,5,3,Yes,0
31,48767,10989,26,4,Yes,0
40,57696,7590,38,2,Yes,0
35,24860,49562,3,3,Yes,1
39,147335,10247,32,2,Yes,0
55,137679,49604,32,4,No,1
18,115067,37205,27,3,Yes,0
64,22379,48836,26,2,Yes,1
46,49669,22849,7,4,Yes,0
64,65647,1169,21,3,Yes,0
28,117384,6143,8,1,Yes,0
32,91486,31598,22,0,Yes,0
21,94526,29386,29,1,Yes,0
49,27771,36330,28,3,Yes,1
21,81901,2963,25,2,Yes,0
38,40128,23098,25,3,Yes,0
56,107211,12399,27,4,Yes,0
62,84265,22734,23,2,Yes,0
40,52535,45220,7,0,Yes,0
59,118613,6774,25,1,Yes,0
34,63148,9164,4,3,Yes,0
51,89157,28022,4,1,Yes,0
32,131879,7771,26,1,Yes,0
59,88774,29363,25,1,Yes,0
63,41971,25346,8,0,No,0
29,81471,27866,32,0,Yes,0
27,144713,44255,23,0,Yes,0
46,88617,12308,3,0,Yes,0
46,22460,8354,22,3,Yes,0
18,46425,45271,39,0,Yes,0
60,104731,14910,28,4,No,0
31,64293,48940,27,3,Yes,0
53,22892,27638,4,4,No,1
60,101060,49988,27,1,Yes,0
46,115249,14157,16,2,Yes,0
49,87143,12804,36,4,Yes,0
18,47603,35647,17,1,No,1
29,140725,36634,33,1,Yes,0
60,25149,47775,4,3,Yes,1
35,63888,45739,7,3,No,1
25,70969,6136,30,2,No,0
53,73233,11796,2,1,No,0
59,136566,31011,11,4,Yes,0
57,21301,3047,22,0,Yes,0
31,28983,49841,4,2,No,1
43,76488,33682,29,3,Yes,0
19,105455,36867,14,0,Yes,0
23,94816,18388,27,0,Yes,0
49,92932,13321,39,0,Yes,0
51,35250,22258,7,4,Yes,0
19,105013,31954,22,4,Yes,0
44,128352,34926,19,2,Yes,0
41,90765,27990,7,0,Yes,0
41,29088,48358,15,1,Yes,1
39,139813,30136,14,1,No,1
53,46269,29340,12,1,Yes,0
59,84541,11774,27,3,Yes,0
22,102790,13197,10,0,Yes,0
54,83295,33252,4,4,Yes,0
26,47843,5192,5,1,No,0
53,93438,40137,36,2,No,1
57,77732,12338,32,3,Yes,0
42,94642,2737,35,0,Yes,0
40,72635,4360,9,3,Yes,0
53,25829,16873,13,2,No,1
49,29422,23300,6,2,No,1
58,47503,26994,16,4,Yes,0
46,118384,3945,36,0,Yes,0
43,32380,11488,36,0,Yes,0
34,143297,44751,21,0,Yes,0
52,149920,29222,6,4,Yes,0
64,137958,26280,14,1,Yes,0
44,144095,22471,1,0,Yes,0
32,62340,41566,26,0,Yes,0
44,52925,46162,18,2,Yes,0
57,101478,12055,7,2,Yes,0
60,101363,48511,9,4,Yes,0
62,96060,35725,26,4,Yes,0
43,44474,10265,33,0,No,0
50,23830,24492,16,2,No,1
31,78150,20083,3,1,Yes,0
47,139090,17877,27,1,Yes,0
56,128309,32794,11,2,Yes,0
19,117724,40883,20,2,Yes,0
25,88126,37894,16,3,No,1
62,122565,35310,13,1,Yes,0
63,47597,43438,33,4,Yes,0
49,26265,22169,39,3,No,1
40,119059,15202,15,4,Yes,0
39,137270,41843,16,1,Yes,0
18,59244,29577,19,1,Yes,0
54,95023,48673,14,1,Yes,0
59,145882,7966,23,4,Yes,0
62,126339,31869,15,0,Yes,0
54,97779,19302,9,2,Yes,0
43,69907,16077,22,4,No,0
28,90499,47713,18,2,Yes,0
21,143746,49784,37,0,Yes,0
52,47326,23236,16,1,Yes,0
31,96095,10050,35,0,Yes,0
46,117616,16416,23,1,Yes,0
39,93903,25737,15,3,Yes,0
45,23775,23354,26,4,Yes,0
41,96555,12683,25,3,Yes,0
59,100212,27766,14,4,No,0
64,64528,22108,34,1,No,0
36,103666,11282,22,3,No,0
30,42658,38716,4,2,Yes,0
39,105727,44884,23,0,Yes,0
60,79900,3106,19,0,Yes,0
27,48255,44819,23,3,Yes,0
22,94781,22990,33,2,No,0
64,110027,34786,13,2,Yes,0
42,109909,49460,38,0,Yes,0
41,111110,21014,36,0,No,0
59,48757,15253,24,0,No,0
49,54112,49876,2,1,No,0
20,39171,44118,18,1,Yes,1
30,103301,43802,32,0,Yes,0
37,62749,24874,31,2,Yes,0
23,96882,2084,7,3,Yes,0
27,112098,43129,37,4,Yes,0
53,92999,29841,9,1,No,0
33,80955,37393,1,0,No,1
62,27282,43646,0,1,No,1
58,99301,12075,27,3,No,0
36,63284,28144,14,1,Yes,0
53,84829,36854,33,0,Yes,0
23,120727,17070,12,4,Yes,0
38,45594,49310,22,3,Yes,0
20,63188,25601,12,1,Yes,0
25,38472,35738,17,3,Yes,1
29,127461,16436,13,1,Yes,0
24,146745,22521,17,3,Yes,0
25,51145,27076,19,1,Yes,0
47,64813,15096,1,1,Yes,0
37,117288,15141,29,2,Yes,0
22,113510,7641,27,0,No,0
43,123941,48732,39,0,Yes,0
31,64348,25122,19,2,Yes,0
26,36108,34202,2,1,Yes,1
55,96067,27790,3,2,Yes,0
63,49047,36807,25,4,No,1
61,23107,36975,35,1,Yes,1
18,101754,35754,38,2,Yes,0
41,117136,1527,21,3,No,0
27,139694,18533,9,4,Yes,0
31,100402,44716,25,2,Yes,0
37,58515,15620,29,0,No,0
26,104932,37992,35,4,Yes,0
29,67606,12144,1,3,Yes,0
41,145733,37726,18,1,No,1
47,99324,9674,0,4,Yes,0
23,52642,2903,35,3,Yes,0
50,92153,29664,23,0,Yes,0
24,55739,17099,3,4,Yes,0
62,114655,40469,20,4,No,1
39,72076,33025,1,0,Yes,1
46,126898,24371,21,3,Yes,0
36,104358,33640,17,1,Yes,0
51,89224,24289,16,0,Yes,0
39,138192,42217,21,0,Yes,0
56,94647,46497,9,0,Yes,0
29,115341,30677,37,3,No,1
61,62407,18899,22,1,Yes,0
47,27802,1333,31,3,No,1
55,108771,25259,1,0,Yes,0
41,66835,12434,6,1,Yes,0
40,118841,43805,6,0,No,1
23,105637,35206,4,0,Yes,0
20,88344,47510,33,4,Yes,0
49,33450,31340,18,4,Yes,1
59,89284,20009,30,0,Yes,0
55,114593,5015,25,1,Yes,0
43,52442,6938,6,2,No,0
21,29372,41416,37,1,Yes,0
45,149681,20198,23,1,Yes,0
60,87501,34428,6,4,No,0
36,131451,44847,4,2,Yes,0
47,134310,25363,24,2,No,0
48,86846,22943,33,2,Yes,0
26,83575,33695,37,4,Yes,0
35,69107,8172,31,4,Yes,0
29,111735,32433,0,3,Yes,1
45,22580,19744,0,3,Yes,1
28,40239,43890,23,3,Yes,0
35,48208,8312,18,3,Yes,0
62,57405,20192,11,2,Yes,0
51,146865,21193,1,2,Yes,0
39,35657,1254,17,0,No,1
43,30596,31125,22,4,Yes,1
52,94510,1079,22,3,Yes,0
64,66815,26411,13,3,Yes,0
39,126539,41857,24,4,No,1
55,121771,2378,3,1,Yes,0
29,37118,14467,21,4,Yes,0
47,108789,25448,11,1,No,0
41,26333,42887,28,3,Yes,1
22,140428,35234,12,0,Yes,0
56,57622,45280,29,4,Yes,0
43,33092,3827,1,0,Yes,1
38,65414,18401,5,1,Yes,0
42,60741,16034,27,2,Yes,0
40,123601,43736,17,2,No,1
25,93432,38210,9,2,No,1
26,62840,23409,28,1,Yes,0
48,140900,45688,26,1,Yes,0
51,137852,23100,3,4,Yes,0
63,109025,33444,0,0,Yes,1
55,118075,1084,11,3,No,0
58,133145,28575,16,0,Yes,0
56,100145,16685,37,0,Yes,0
57,79547,4553,28,0,No,0
36,23598,49629,23,3,Yes,1
37,65891,35851,16,2,Yes,0
63,85961,20309,19,1,Yes,0
62,89506,47319,24,4,Yes,0
58,73171,32410,36,4,No,1
55,46038,40878,23,0,Yes,0
40,60843,6029,30,2,Yes,0
31,99944,40857,19,1,No,0
52,31595,42901,12,2,Yes,1
54,48750,31743,16,2,Yes,0
37,38996,42644,25,2,No,1
51,54142,25118,6,3,Yes,0
25,122841,22818,6,4,No,0
24,62865,19330,31,3,Yes,0
26,113321,44882,5,1,Yes,0
62,76238,1059,14,3,Yes,0
33,38240,36776,18,1,Yes,1
47,92728,5081,34,1,No,0
60,78051,30369,5,3,Yes,0
35,119851,18985,13,1,Yes,0
18,62816,40720,12,2,No,1
36,20908,41899,10,4,Yes,1
24,142772,31241,18,0,Yes,0
35,21750,3223,29,3,No,1
63,68115,48059,36,4,Yes,0
45,114620,22188,4,4,Yes,0
57,36167,5099,37,3,Yes,0
56,93177,11015,21,2,Yes,0
41,75186,3846,27,4,Yes,0
45,104579,30251,1,4,Yes,1
28,33012,33850,17,3,Yes,1
19,134381,20605,4,3,No,0
36,86008,28552,25,0,Yes,0
45,34690,33147,2,3,Yes,1
44,37229,25435,2,1,Yes,0
21,95093,13470,25,1,No,0
38,35958,42571,39,2,Yes,0
23,29765,14309,16,2,Yes,0
43,131067,20845,21,3,Yes,0
56,58165,12796,38,2,No,0
64,129334,8018,23,0,Yes,0
44,22366,45470,5,0,No,1
32,43504,10028,18,4,Yes,0
21,27273,30004,20,3,Yes,1
47,138393,34937,7,0,Yes,0
51,112153,39345,11,4,Yes,0
64,95846,45083,31,1,Yes,0
